image_id,angle,speed
1,0.5783305764198303,0.5827037692070007
2,0.6077127456665039,0.9490399360656738
3,0.621874988079071,1.125068187713623
4,0.5900890231132507,0.7308357954025269
5,0.608614444732666,0.9602469801902771
6,0.6013743877410889,0.8702579140663147
7,0.6413167119026184,1.3665103912353516
8,0.6031714081764221,0.8925939798355103
9,0.5897650122642517,0.7271854877471924
10,0.6065412163734436,0.9344788193702698
11,0.5762741565704346,0.6270113587379456
12,0.5767230987548828,0.612255334854126
13,0.6027791500091553,0.8877183198928833
14,0.586427628993988,0.4745522737503052
15,0.6019731760025024,0.8777002692222595
16,0.6055131554603577,0.921700656414032
17,0.6172559857368469,0.11616251617670059
18,0.6001466512680054,0.3229902386665344
19,0.5842857360839844,0.6868335604667664
20,0.611553430557251,0.996777355670929
21,0.5770281553268433,0.6375486254692078
22,0.6144565939903259,1.0328621864318848
23,0.598467230796814,0.8341230750083923
24,0.6206188201904297,0.06809190660715103
25,0.5872852802276611,0.7045487761497498
26,0.6122936606407166,1.0059783458709717
27,0.5993420481681824,0.8449965715408325
28,0.6048222184181213,0.27136337757110596
29,0.6068957448005676,0.2475898265838623
30,0.632413387298584,1.2560558319091797
31,0.5989173054695129,0.8397173285484314
32,0.6065049767494202,0.9340282082557678
33,0.6044794321060181,0.2751484513282776
34,0.6214284896850586,1.119519829750061
35,0.5805503726005554,0.6645167469978333
36,0.6318793892860413,1.2494176626205444
37,0.6162105202674866,1.0546621084213257
38,0.6148998737335205,1.0383715629577637
39,0.6195939183235168,0.08505719155073166
40,0.6054600477218628,0.9210402369499207
41,0.608040452003479,0.9531130194664001
42,0.598652184009552,0.339491605758667
43,0.637405514717102,1.3180201053619385
44,0.603499174118042,0.8966674208641052
45,0.5899988412857056,0.729820191860199
46,0.5888545513153076,0.7169281244277954
47,0.5798654556274414,0.5598123669624329
48,0.598645031452179,0.8363334536552429
49,0.5964226126670837,0.8087098002433777
50,0.587901771068573,0.708766520023346
51,0.617641270160675,1.0724456310272217
52,0.5937913656234741,0.7760038375854492
53,0.5892953276634216,0.44146040081977844
54,0.6075987219810486,0.9476225972175598
55,0.5800282955169678,0.5573616027832031
56,0.6141639351844788,0.15796726942062378
57,0.6228553056716919,-0.015149399638175964
58,0.5955386161804199,0.7977222800254822
59,0.5962827205657959,0.8069717288017273
60,0.6132458448410034,1.0178128480911255
61,0.5857165455818176,0.4832592010498047
62,0.6208328008651733,1.1121158599853516
63,0.6202641725540161,1.1050479412078857
64,0.5888172388076782,0.7165082097053528
65,0.609667181968689,0.9733327031135559
66,0.5909040570259094,0.7402886748313904
67,0.6025294065475464,0.2966800332069397
68,0.6146141886711121,-0.0318550206720829
69,0.5762618780136108,0.6285932660102844
70,0.5957391858100891,0.8002148270606995
71,0.6095922589302063,0.9724015593528748
72,0.5832079648971558,0.6807880997657776
73,0.6055179834365845,0.2636810839176178
74,0.6208673715591431,0.06432946026325226
75,0.577650785446167,0.5938006043434143
76,0.6096516251564026,0.9731395840644836
77,0.6021681427955627,0.8801239132881165
78,0.6027064919471741,0.8868150115013123
79,0.6027727127075195,0.8876379728317261
80,0.6010223031044006,0.8658815622329712
81,0.6105658411979675,0.9845027327537537
82,0.6242241859436035,1.1542681455612183
83,0.6068172454833984,0.9379090070724487
84,0.6021447777748108,0.8798328042030334
85,0.6043524742126465,0.9072741866111755
86,0.5893177390098572,0.7221466302871704
87,0.6167303323745728,1.0611236095428467
88,0.5993598699569702,0.8452180027961731
89,0.5779870748519897,0.5881419777870178
90,0.625789999961853,1.173730731010437
91,0.6141248345375061,1.0287392139434814
92,0.5927311778068542,0.7628272175788879
93,0.604610025882721,0.9104752540588379
94,0.6100691556930542,0.978328287601471
95,0.5983551144599915,0.3427720069885254
96,0.6067708730697632,0.9373331069946289
97,0.6194908618927002,1.0954351425170898
98,0.5845622420310974,0.4977259933948517
99,0.5936359763145447,0.7740731835365295
100,0.6003735661506653,0.857816755771637
101,0.5832810997962952,0.6811867356300354
102,0.5940479636192322,0.7791939973831177
103,0.6027450561523438,0.8872948288917542
104,0.6117314696311951,0.9989904761314392
105,0.6235290765762329,0.02462567202746868
106,0.582100510597229,0.6747459173202515
107,0.610379695892334,0.0014923326671123505
108,0.6117476224899292,0.9991912245750427
109,0.6027930378913879,0.8878909945487976
110,0.6137195825576782,0.16398853063583374
111,0.6248012781143188,1.1614406108856201
112,0.610379695892334,0.0014923326671123505
113,0.5785137414932251,0.649534285068512
114,0.5894148349761963,0.7232405543327332
115,0.5811913013458252,0.5400980114936829
116,0.6085150241851807,0.9590117335319519
117,0.5789361596107483,0.6525987386703491
118,0.5774203538894653,0.5977844595909119
119,0.5969598889350891,0.8153882622718811
120,0.6244606375694275,-0.005485547706484795
121,0.6029370427131653,0.889680802822113
122,0.6224830150604248,-0.01632731780409813
123,0.5770178437232971,0.6047809720039368
124,0.5786056518554688,0.6501849293708801
125,0.6010379791259766,0.8660764098167419
126,0.6068667769432068,0.2479366660118103
127,0.6001992225646973,0.8556504249572754
128,0.5795785784721375,0.657342255115509
129,0.6212083697319031,1.116782784461975
130,0.6175251007080078,0.11256762593984604
131,0.5907971858978271,0.4251750707626343
132,0.5968849062919617,0.8144556879997253
133,0.6223191022872925,1.130589246749878
134,0.6163690090179443,1.0566325187683105
135,0.6238622665405273,1.1497695446014404
136,0.6210944652557373,0.06103911250829697
137,0.5793771743774414,0.6558548808097839
138,0.5770843029022217,0.6035899519920349
139,0.587971568107605,0.7092480659484863
140,0.5866094827651978,0.4723271131515503
141,0.6087152361869812,0.9615001082420349
142,0.6013097763061523,0.869454562664032
143,0.5948642492294312,0.7893404364585876
144,0.6256855726242065,1.1724320650100708
145,0.580696702003479,0.6655974388122559
146,0.5997493267059326,0.850059449672699
147,0.5773459076881409,0.5990713238716125
148,0.5958680510520935,0.8018174767494202
149,0.5766226053237915,0.63376784324646
150,0.5904062986373901,0.4294084310531616
151,0.6208639740943909,1.112502932548523
152,0.5904033184051514,0.7343843579292297
153,0.6063080430030823,0.2546228766441345
154,0.619321882724762,1.0933358669281006
155,0.5940251350402832,0.3902086913585663
156,0.5838706493377686,0.5064517259597778
157,0.5991435647010803,0.3340659439563751
158,0.624092161655426,1.1526269912719727
159,0.5891783833503723,0.7205767035484314
160,0.592468798160553,0.40707382559776306
161,0.5937933921813965,0.776030421257019
162,0.6174269914627075,1.0697824954986572
163,0.6135112047195435,1.0211119651794434
164,0.6210607886314392,1.1149489879608154
165,0.5775684714317322,0.6421599388122559
166,0.5986417531967163,0.8362931609153748
167,0.5776820778846741,0.6430548429489136
168,0.6100357174873352,0.9779137372970581
169,0.6114408373832703,0.9953786730766296
170,0.5930006504058838,0.7661763429641724
171,0.590750515460968,0.7384787201881409
172,0.6300839781761169,1.2271018028259277
173,0.5826149582862854,0.5222923159599304
174,0.6209539175033569,1.1136201620101929
175,0.6156418919563293,1.047594666481018
176,0.5941864848136902,0.38844653964042664
177,0.6089514493942261,0.964435875415802
178,0.6217243075370789,1.1231964826583862
179,0.5763360857963562,0.6246415972709656
180,0.6140570044517517,1.027895212173462
181,0.6149991750717163,1.039605736732483
182,0.6148537397384644,1.0377984046936035
183,0.5905734896659851,0.7363908886909485
184,0.6105214953422546,0.2040557563304901
185,0.6156179308891296,1.047297716140747
186,0.6086347699165344,0.9605004787445068
187,0.6239022016525269,1.1502656936645508
188,0.5956272482872009,0.7988237142562866
189,0.6228906512260437,-0.01499086618423462
190,0.6016561985015869,0.8737614750862122
191,0.5823862552642822,0.6763050556182861
192,0.5906763076782227,0.42648425698280334
193,0.5765305161476135,0.6183026432991028
194,0.6230162978172302,1.139254093170166
195,0.5801836848258972,0.6618093848228455
196,0.5859471559524536,0.6964028477668762
197,0.6180484890937805,0.10558492690324783
198,0.6121256947517395,0.18403157591819763
199,0.6076400279998779,0.948136568069458
200,0.6045801043510437,0.9101030230522156
201,0.5946210026741028,0.7863160967826843
202,0.6232784390449524,1.142513632774353
203,0.6187304854393005,-0.025397486984729767
204,0.6021066308021545,0.87935870885849
205,0.5977877974510193,0.8256788849830627
206,0.5793735384941101,0.5671835541725159
207,0.595470666885376,0.3744382858276367
208,0.5863165855407715,0.4759101867675781
209,0.5882070064544678,0.4535611867904663
210,0.5989151000976562,0.8396904468536377
211,0.606133222579956,0.9294074773788452
212,0.6089096069335938,0.963916540145874
213,0.6187602281570435,1.0863538980484009
214,0.6198904514312744,1.1004021167755127
215,0.6219363808631897,0.04789285361766815
216,0.5798665881156921,0.5597954392433167
217,0.6018139719963074,0.3045799136161804
218,0.5871560573577881,0.46568405628204346
219,0.5763341784477234,0.6247087717056274
220,0.6106694936752319,0.2022075057029724
221,0.6025725603103638,0.2962035834789276
222,0.5921434164047241,0.755521833896637
223,0.6015535593032837,0.8724843859672546
224,0.614864706993103,1.0379352569580078
225,0.6115186214447021,0.9963449835777283
226,0.6123716235160828,1.0069475173950195
227,0.6152230501174927,1.042388916015625
228,0.6141096949577332,1.0285508632659912
229,0.6103348135948181,0.9816302061080933
230,0.6059883832931519,0.9276073575019836
231,0.6207427382469177,1.1109952926635742
232,0.6341392993927002,1.277508020401001
233,0.6187624335289001,0.09608589857816696
234,0.6248459815979004,0.0069909775629639626
235,0.6071546673774719,0.9421036839485168
236,0.5960329174995422,0.3683103621006012
237,0.5913574695587158,0.7457522749900818
238,0.6002838611602783,0.32147538661956787
239,0.5918998718261719,0.7524946331977844
240,0.5866852402687073,0.7007877230644226
241,0.6001957654953003,0.32244741916656494
242,0.6221626996994019,0.04415803402662277
243,0.6116106510162354,0.19045349955558777
244,0.5923345685005188,0.40852755308151245
245,0.6280788779258728,1.2021794319152832
246,0.6091718673706055,0.9671765565872192
247,0.6094714403152466,0.9709001779556274
248,0.6078689098358154,0.9509812593460083
249,0.6168206334114075,1.0622456073760986
250,0.6087126135826111,0.9614672064781189
251,0.6093920469284058,0.969913125038147
252,0.5767430663108826,0.6116887927055359
253,0.5919228196144104,0.7527796030044556
254,0.6002583503723145,0.8563868403434753
255,0.5927348136901855,0.7628726363182068
256,0.5817639827728271,0.6729099750518799
257,0.5777222514152527,0.5925791263580322
258,0.6363338828086853,1.3047343492507935
259,0.6020467877388,0.8786146640777588
260,0.6216258406639099,0.05280064046382904
261,0.6077794432640076,0.9498686790466309
262,0.5860016345977783,0.47976258397102356
263,0.600180447101593,0.8554179072380066
264,0.6157495379447937,0.13647940754890442
265,0.6048893928527832,0.2706221044063568
266,0.610379695892334,0.0014923326671123505
267,0.6149908304214478,1.0395021438598633
268,0.5998595356941223,0.8514285683631897
269,0.6169708371162415,0.11997120082378387
270,0.6209365129470825,1.1134048700332642
271,0.613795816898346,1.0246487855911255
272,0.5962658524513245,0.8067609667778015
273,0.610379695892334,0.0014923326671123505
274,0.5846882462501526,0.6891341805458069
275,0.6109524369239807,0.9893073439598083
276,0.6048980951309204,0.9140547513961792
277,0.6031113266944885,0.2902548611164093
278,0.6084753274917603,0.9585182070732117
279,0.6232815980911255,-0.01323644444346428
280,0.6165317893028259,1.0586559772491455
281,0.5898083448410034,0.7276739478111267
282,0.5830960273742676,0.6801772117614746
283,0.6139757037162781,1.026884913444519
284,0.5950868725776672,0.7921075224876404
285,0.5943358540534973,0.7827724814414978
286,0.6072861552238464,0.24291816353797913
287,0.5943102240562439,0.3870944380760193
288,0.5984953045845032,0.8344716429710388
289,0.5776085257530212,0.5945314764976501
290,0.605512797832489,0.9216956496238708
291,0.576388955116272,0.6315410137176514
292,0.6159341335296631,1.0512268543243408
293,0.6110830903053284,0.9909308552742004
294,0.5852607488632202,0.6924188733100891
295,0.5906358957290649,0.4269214868545532
296,0.6082243919372559,0.9553993940353394
297,0.5793890953063965,0.5669524073600769
298,0.5849592685699463,0.6906890869140625
299,0.6193425059318542,1.093591570854187
300,0.614538848400116,0.15288609266281128
301,0.5882288813591003,0.7110351324081421
302,0.6158049702644348,1.0496214628219604
303,0.596219003200531,0.8061783909797668
304,0.5906969904899597,0.4262601137161255
305,0.6008514165878296,0.8637574315071106
306,0.5817089080810547,0.5336073637008667
